id_camion,orden_parada,nodo_ine,paquetes,km_tramo,tiempo_tramo_min,tiempo_acumulado_min,Id_Transportista,Centro_Origen
5,2,1400401,12,202.82,152.12,228.12,5,Amazon_SVQ1
5,3,1400402,6,2.071520509113101,2.485824610935721,248.6058246109357,5,Amazon_SVQ1
5,4,1403101,5,10.74784178942998,12.897410147315977,276.50323475825166,5,Amazon_SVQ1
5,5,1405504,13,5.228779735338653,6.274535682406384,321.77777044065806,5,Amazon_SVQ1
5,6,1405501,1,7.011382061866342,8.413658474239611,333.19142891489764,5,Amazon_SVQ1
5,7,Regreso_Amazon_SVQ1,0,193.05,145.71,478.9014289148977,5,Amazon_SVQ1
6,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,6,Amazon_SVQ1
6,2,1400501,65,122.3,117.12,352.12,6,Amazon_SVQ1
6,3,1403301,4,7.580702989000205,9.096843586800246,373.2168435868002,6,Amazon_SVQ1
6,4,1401703,5,6.498841588865975,7.79860990663917,396.0154534934394,6,Amazon_SVQ1
6,5,Regreso_Amazon_SVQ1,0,123.11,83.29,479.3054534934394,6,Amazon_SVQ1
7,1,Inicio_Amazon_SVQ1,0,0.0,40.0,40.0,7,Amazon_SVQ1
7,2,1400701,31,185.06,140.87,273.87,7,Amazon_SVQ1
