Nombre,Latitud,Longitud,Municipio,Tipo,Area_Ha,Descripcion,pendiente_pct,enp_dist_m,agua_dist_m,usos_dist_m,dist_autopista_km,autopista_cercana,cobertura_pct,poblacion_30km,dist_competencia_km,estacion_cercana,subst_dist_m,subst_encontrada,desv_centroide_km,concentracion_30km_pct,dist_nucleo_km,nucleo_cercano,motivos_rechazo,aprobado,eliminado_dedup
Refinería de La Rábida,37.181103,-6.902295,Huelva,industrial,536.64,OSM: industrial | 536.6 ha | Huelva,2.67,,,,4.04,nodo_9034942679,11.4,315209,83.75,Amazon DSP Sevilla,429,True,12.85,62.7,9.94,Huelva,,True,True
Poligono_Brownfield_001,37.67994,-6.556287,Huelva,brownfield,395.73,OSM: brownfield | 395.7 ha | Huelva,17.67,,111,,34.15,771,34.6,68337,62.69,Amazon DSP Sevilla,2117,True,43.02,4.2,58.27,Huelva,F1(pendiente=17.7%) | F3(Agua a 111 m (mín 140 m)) | F5(34.1 km>15.0 km) | F12(Huelva 58.3 km>50.0 km),False,False
Poligono_Industrial_001,36.660897,-5.839486,Cádiz,industrial,386.65,OSM: industrial | 386.6 ha | Cádiz,1.0,,,,9.5,20,26.2,327623,34.42,Amazon El Puerto de Santa María (Cádiz),1296,True,17.67,26.4,26.64,Jerez de la Frontera,,True,False
Polígono Industrial Carretera de la Isla,37.283007,-5.994877,Sevilla,industrial,308.0,OSM: industrial | 308.0 ha | Sevilla,2.0,,600,,1.6,549,46.5,1507796,7.56,Amazon DSP Sevilla,1227,True,4.99,78.1,11.55,Dos Hermanas,,True,True
Polígono Industrial Tartessos,37.308076,-6.87099,Huelva,industrial,294.64,OSM: industrial | 294.6 ha | Huelva,1.0,,319,,0.95,77,12.5,326056,78.92,Amazon DSP Sevilla,624,True,4.34,58.7,8.94,Huelva,,True,True
Puerto de Algeciras,36.130864,-5.433775,Cádiz,industrial,292.62,OSM: industrial | 292.6 ha | Cádiz,0.0,2432,,,2.4,1118,8.4,271529,88.28,Amazon El Puerto de Santa María (Cádiz),873,True,14.64,72.3,87.84,Jerez de la Frontera,F12(Jerez de la Frontera 87.8 km>50.0 km),False,False
Poligono_Industrial_002,37.187989,-6.924669,Huelva,industrial,288.38,OSM: industrial | 288.4 ha | Huelva,0.67,,588,,2.16,nodo_9034942679,11.2,315351,85.51,Amazon DSP Sevilla,258,True,13.35,63.8,8.48,Huelva,,True,True
Poligono_Industrial_003,36.609523,-6.198314,Cádiz,industrial,264.79,OSM: industrial | 264.8 ha | Cádiz,1.33,954,444,,0.3,nodo_260566068,21.0,772909,1.94,Amazon El Puerto de Santa María (Cádiz),259,True,4.51,80.7,9.74,Jerez de la Frontera,,True,True
Refinería de Gibraltar-San Roque,36.188149,-5.400182,Cádiz,industrial,258.71,OSM: industrial | 258.7 ha | Cádiz,8.67,1519,505,,1.5,2,8.5,274460,87.09,Amazon El Puerto de Santa María (Cádiz),913,True,13.99,72.1,85.79,Jerez de la Frontera,F1(pendiente=8.7%) | F12(Jerez de la Frontera 85.8 km>50.0 km),False,False
Polígono Industrial Francisco Montenegro,37.229327,-6.946866,Huelva,industrial,248.76,OSM: industrial | 248.8 ha | Huelva,2.33,,399,,1.75,18,11.2,326270,86.58,Amazon DSP Sevilla,213,True,10.18,65.5,3.55,Huelva,,True,False
Minas de Aguas Teñidas,37.774391,-6.852944,Huelva,industrial,246.31,OSM: industrial | 246.3 ha | Huelva,6.67,,0,,47.22,87,9.4,56973,90.26,Amazon DSP Sevilla,137,True,42.37,13.0,57.77,Huelva,F1(pendiente=6.7%) | F3(Agua a 0 m (mín 140 m)) | F5(47.2 km>15.0 km) | F12(Huelva 57.8 km>50.0 km),False,False
Polígono Industrial Las Quemadas,37.904495,-4.717417,Córdoba,industrial,236.64,OSM: industrial | 236.6 ha | Córdoba,2.67,,,,1.65,396,16.5,374803,11.87,Correos Express Hub Córdoba,1391,True,14.01,53.6,5.73,Córdoba,,True,False
General Dynamics European Land Systems / Santa Bárbara Sistemas,37.346633,-5.787958,Sevilla,industrial,196.58,OSM: industrial | 196.6 ha | Sevilla,2.33,,,,2.43,15,45.1,1445622,12.82,SEUR Hub Sevilla,2808,True,12.35,77.1,17.53,Dos Hermanas,,True,True
Polígono Industrial El Portal,36.656878,-6.130845,Cádiz,industrial,174.65,OSM: industrial | 174.7 ha | Cádiz,3.0,,472,,2.58,641,22.9,788907,9.51,Amazon El Puerto de Santa María (Cádiz),1201,True,2.86,74.8,2.85,Jerez de la Frontera,,True,False
Parque de Actividades Medioambientales de Andalucía,37.507264,-6.249718,Sevilla,industrial,126.61,OSM: industrial | 126.6 ha | Sevilla,3.33,2124,88,,13.99,795,43.3,1008449,29.55,Amazon DSP Sevilla,1792,True,23.4,56.7,27.07,Sevilla,F1(pendiente=3.3%) | F3(Agua a 88 m (mín 140 m)),False,False
Parque Empresarial El Esparragal,37.5174,-6.084425,Sevilla,industrial,125.23,OSM: industrial | 125.2 ha | Sevilla,3.0,,,,0.97,798,43.4,1366843,20.77,Amazon DSP Sevilla,327,True,17.38,76.9,16.96,Sevilla,,True,True
Polígono Industrial Carretera Amarilla,37.391382,-5.950075,Sevilla,industrial,122.64,OSM: industrial | 122.6 ha | Sevilla,1.67,,,364,0.69,2,45.0,1536349,2.97,SEUR Hub Sevilla,295,True,4.17,82.0,2.71,Dos Hermanas,,True,True
Parque Empresarial Príncipe Felipe,37.385055,-4.505896,Córdoba,industrial,121.68,OSM: industrial | 121.7 ha | Córdoba,9.0,,,325,3.01,62,16.1,202082,54.87,Correos Express Hub Córdoba,1064,True,37.89,24.8,60.91,Córdoba,F1(pendiente=9.0%) | F12(Córdoba 60.9 km>50.0 km),False,False
Parque Empresarial,36.711024,-6.118536,Cádiz,industrial,119.61,OSM: industrial | 119.6 ha | Cádiz,1.67,2944,,,0.65,635,25.0,740542,14.43,Amazon El Puerto de Santa María (Cádiz),554,True,3.25,64.3,3.62,Jerez de la Frontera,,True,True
Central Termosolar Solnova 1,37.412295,-6.26723,Sevilla,industrial,117.1,OSM: industrial | 117.1 ha | Sevilla,3.33,,,,5.58,23,47.7,1120251,26.31,Amazon DSP Sevilla,2516,True,14.93,57.1,25.31,Sevilla,F1(pendiente=3.3%),False,False
Navantia Puerto Real,36.515044,-6.240434,Cádiz,industrial,115.36,OSM: industrial | 115.4 ha | Cádiz,3.67,693,622,,0.77,3,20.4,686026,10.72,Amazon El Puerto de Santa María (Cádiz),563,True,10.77,75.5,4.5,Cádiz,F1(pendiente=3.7%),False,False
Polígono Industrial La Viñuela,37.416151,-4.475493,Córdoba,industrial,109.71,OSM: industrial | 109.7 ha | Córdoba,4.67,,225,353,2.11,nodo_878923531,16.2,222230,53.23,Correos Express Hub Córdoba,1041,True,37.0,27.1,58.91,Córdoba,F1(pendiente=4.7%) | F12(Córdoba 58.9 km>50.0 km),False,False
Acerinox,36.179842,-5.427893,Cádiz,industrial,104.19,OSM: industrial | 104.2 ha | Cádiz,1.33,783,297,279,1.16,1112 B,8.5,274460,85.52,Amazon El Puerto de Santa María (Cádiz),476,True,12.08,72.1,84.51,Jerez de la Frontera,F12(Jerez de la Frontera 84.5 km>50.0 km),False,False
Poligono_Industrial_004,36.621184,-6.291071,Cádiz,industrial,103.75,OSM: industrial | 103.8 ha | Cádiz,3.0,,,,7.59,nodo_960792737,20.8,732159,6.46,Amazon El Puerto de Santa María (Cádiz),760,True,12.46,77.0,10.48,Cádiz,,True,True
Parque Fotovoltaico El Esparragal II,37.54013,-6.102303,Sevilla,industrial,100.41,OSM: industrial | 100.4 ha | Sevilla,6.67,,330,,0.81,795,43.2,1227002,23.74,Amazon DSP Sevilla,1535,True,20.08,69.9,19.94,Sevilla,F1(pendiente=6.7%),False,False
Central Termosolar PS20,37.44398,-6.259377,Sevilla,industrial,97.73,OSM: industrial | 97.7 ha | Sevilla,2.0,,,,9.13,23,46.5,1107783,26.8,Amazon DSP Sevilla,647,True,17.28,58.0,25.24,Sevilla,,True,True
Planta Solar Fotovoltaica Poleo,37.720582,-5.936144,Sevilla,industrial,92.47,OSM: industrial | 92.5 ha | Sevilla,1.33,,,,20.61,771,42.0,157964,38.99,SEUR Hub Sevilla,,False,36.49,7.8,37.18,Sevilla,F5(20.6 km>15.0 km),False,False
Polígono Industrial La Red Sur,37.371523,-5.88766,Sevilla,industrial,86.13,OSM: industrial | 86.1 ha | Sevilla,1.67,,,,0.62,5,45.3,1544511,3.75,SEUR Hub Sevilla,1054,True,5.34,81.9,8.32,Dos Hermanas,,True,False
Poligono_Industrial_005,37.564541,-7.23633,Huelva,industrial,84.78,OSM: industrial | 84.8 ha | Huelva,3.67,,,,26.74,105,10.0,24981,113.43,Amazon DSP Sevilla,352,True,35.19,5.0,42.04,Huelva,"F1(pendiente=3.7%) | F5(26.7 km>15.0 km) | F7(población 24,981 hab. en 30 km)",False,False
Cantera Isabelita,36.752646,-5.764632,Cádiz,industrial,83.99,OSM: industrial | 84.0 ha | Cádiz,3.0,,41,382,4.8,27,29.2,129481,43.6,Amazon El Puerto de Santa María (Cádiz),4215,True,23.8,8.7,34.11,Jerez de la Frontera,F3(Agua a 41 m (mín 140 m)),False,False
Polígono Industrial de las Cabezuelas,36.522158,-6.239893,Cádiz,industrial,83.76,OSM: industrial | 83.8 ha | Cádiz,3.0,860,,,0.35,4,20.4,715243,9.93,Amazon El Puerto de Santa María (Cádiz),906,True,10.15,77.6,4.39,Cádiz,,True,True
Complejo Medioambiental de la Vega,37.594871,-6.00739,Sevilla,industrial,83.05,OSM: industrial | 83.0 ha | Sevilla,7.67,,222,,9.03,790,42.9,1123373,25.92,SEUR Hub Sevilla,1377,True,23.36,64.2,23.09,Sevilla,F1(pendiente=7.7%),False,False
Polígono Industrial La Red Norte,37.375096,-5.881595,Sevilla,industrial,81.36,OSM: industrial | 81.4 ha | Sevilla,2.0,,,,0.72,5,45.2,1544511,4.31,SEUR Hub Sevilla,900,True,5.95,82.1,8.78,Dos Hermanas,,True,True
Planta Solar Fotovoltaica Cornicabra,37.715922,-5.933379,Sevilla,industrial,81.35,OSM: industrial | 81.3 ha | Sevilla,3.33,,,,20.84,771,42.1,157964,38.47,SEUR Hub Sevilla,,False,36.02,7.8,36.7,Sevilla,F1(pendiente=3.3%) | F5(20.8 km>15.0 km),False,False
Polígono Industrial Alcalá X,37.36065,-5.882097,Sevilla,industrial,79.18,OSM: industrial | 79.2 ha | Sevilla,0.67,,,,1.62,10,45.3,1539815,4.36,SEUR Hub Sevilla,449,True,6.16,81.7,9.11,Dos Hermanas,,True,True
Central Termosolar PS10,37.44555,-6.24988,Sevilla,industrial,78.31,OSM: industrial | 78.3 ha | Sevilla,3.33,2374,563,,9.41,23,46.0,1156443,26.1,Amazon DSP Sevilla,1475,True,17.5,61.6,24.48,Sevilla,F1(pendiente=3.3%),False,False
Polígono Industrial La Jara,37.297988,-6.819969,Huelva,industrial,78.15,OSM: industrial | 78.2 ha | Huelva,6.0,,627,,3.33,75,14.1,327508,74.5,Amazon DSP Sevilla,646,True,7.53,52.2,12.46,Huelva,F1(pendiente=6.0%),False,False
Zona Franca,36.500483,-6.265386,Cádiz,industrial,77.2,OSM: industrial | 77.2 ha | Cádiz,2.67,1498,,334,1.28,1,20.4,682134,12.83,Amazon El Puerto de Santa María (Cádiz),402,True,13.47,75.2,3.61,Cádiz,,True,True
Planta Solar Fotovoltaica Santiponce,37.638223,-5.971112,Sevilla,industrial,69.75,OSM: industrial | 69.8 ha | Sevilla,8.0,,452,,14.0,790,42.8,899759,30.04,SEUR Hub Sevilla,2549,True,27.75,50.0,27.82,Sevilla,F1(pendiente=8.0%),False,False
APM Terminal Algeciras,36.141522,-5.438319,Cádiz,industrial,68.92,OSM: industrial | 68.9 ha | Cádiz,1.33,2769,,,1.47,1118,8.4,271529,87.24,Amazon El Puerto de Santa María (Cádiz),1342,True,13.52,72.3,86.72,Jerez de la Frontera,F12(Jerez de la Frontera 86.7 km>50.0 km),False,False
Poligono_Brownfield_002,38.295382,-5.271582,Córdoba,brownfield,66.64,OSM: brownfield | 66.6 ha | Córdoba,3.33,1319,495,425,27.13,nodo_946210215,10.0,31556,67.07,Correos Express Hub Córdoba,392,True,52.86,5.9,62.49,Córdoba,"F1(pendiente=3.3%) | F5(27.1 km>15.0 km) | F7(población 31,556 hab. en 30 km) | F12(Córdoba 62.5 km>50.0 km)",False,False
Zona de Actividades Logísticas de San Roque,36.232276,-5.431756,Cádiz,industrial,66.61,OSM: industrial | 66.6 ha | Cádiz,4.0,1530,157,,3.35,1110,8.6,276105,82.09,Amazon El Puerto de Santa María (Cádiz),373,True,10.36,71.6,80.49,Jerez de la Frontera,F1(pendiente=4.0%) | F12(Jerez de la Frontera 80.5 km>50.0 km),False,False
Poligono_Industrial_006,37.902263,-4.765766,Córdoba,industrial,66.42,OSM: industrial | 66.4 ha | Córdoba,4.0,2418,214,382,1.24,266,16.6,381089,9.63,Correos Express Hub Córdoba,631,True,12.69,54.1,1.97,Córdoba,F1(pendiente=4.0%),False,False
Poligono_Industrial_007,37.712706,-6.589198,Huelva,industrial,65.94,OSM: industrial | 65.9 ha | Huelva,7.0,,,,36.56,768,27.5,61046,67.17,Amazon DSP Sevilla,189,True,43.59,4.7,59.61,Huelva,F1(pendiente=7.0%) | F5(36.6 km>15.0 km) | F12(Huelva 59.6 km>50.0 km),False,False
Polígono Industrial Calonge,37.409208,-5.954661,Sevilla,industrial,65.89,OSM: industrial | 65.9 ha | Sevilla,1.0,,,366,0.32,nodo_206128450,44.8,1535956,4.87,SEUR Hub Sevilla,538,True,5.49,82.4,3.38,Sevilla,,True,True
Polígono Industrial La Torrecilla,37.853292,-4.793338,Córdoba,industrial,65.85,OSM: industrial | 65.8 ha | Córdoba,2.33,937,420,,1.31,3,17.1,388547,3.75,Correos Express Hub Córdoba,951,True,9.74,53.5,4.07,Córdoba,,True,False
Instalaciones Portuarias de Campamento,36.170047,-5.376093,Cádiz,puerto,65.43,OSM: puerto | 65.4 ha | Cádiz,4.67,,,346,1.5,3,8.0,274460,90.0,Amazon El Puerto de Santa María (Cádiz),308,True,14.34,76.4,88.74,Jerez de la Frontera,F1(pendiente=4.7%) | F12(Jerez de la Frontera 88.7 km>50.0 km),False,False
Parque Industrial y de Servicios del Aljarafe,37.354803,-6.058094,Sevilla,industrial,64.92,OSM: industrial | 64.9 ha | Sevilla,2.0,,340,73,2.56,1,44.6,1471743,6.92,Amazon DSP Sevilla,1179,True,7.14,79.8,7.66,Sevilla,F4(clinic a 73 m (mín 200 m)),False,False
Central Térmica de Los Barrios,36.182592,-5.419691,Cádiz,industrial,64.86,OSM: industrial | 64.9 ha | Cádiz,3.0,1458,113,357,1.56,1112 A,8.5,274460,85.96,Amazon El Puerto de Santa María (Cádiz),113,True,12.6,72.1,84.86,Jerez de la Frontera,F3(Agua a 113 m (mín 140 m)) | F12(Jerez de la Frontera 84.9 km>50.0 km),False,False
Polígono Industrial La Campiña,37.530003,-5.121207,Sevilla,industrial,64.73,OSM: industrial | 64.7 ha | Sevilla,2.0,,,,0.55,457,20.2,132114,42.88,Correos Express Hub Córdoba,3730,True,15.8,13.0,49.91,Córdoba,,True,False
Parque Científico y Tecnológico Cartuja,37.406388,-6.006498,Sevilla,comercial,64.3,OSM: comercial | 64.3 ha | Sevilla,1.67,,18,374,0.81,nodo_306104985,44.5,1501215,6.69,Amazon DSP Sevilla,62,True,6.11,81.3,2.94,Sevilla,F3(Agua a 18 m (mín 140 m)),False,False
Poligono_Brownfield_003,37.691589,-6.57208,Huelva,brownfield,63.24,OSM: brownfield | 63.2 ha | Huelva,11.0,,407,,35.35,768,34.5,58768,64.57,Amazon DSP Sevilla,2240,True,44.84,3.6,58.5,Huelva,F1(pendiente=11.0%) | F5(35.4 km>15.0 km) | F12(Huelva 58.5 km>50.0 km),False,False
Poligono_Industrial_008,37.196124,-5.79205,Sevilla,industrial,62.89,OSM: industrial | 62.9 ha | Sevilla,1.33,,502,,2.34,nodo_1713120889,48.9,1208824,22.86,SEUR Hub Sevilla,1277,True,16.33,59.4,26.89,Dos Hermanas,,True,True
Polígono Industrial El Pino,37.38017,-5.92457,Sevilla,industrial,62.75,OSM: industrial | 62.8 ha | Sevilla,1.0,,,,1.15,nodo_249613175,44.9,1536186,1.23,SEUR Hub Sevilla,840,True,3.95,82.2,4.94,Dos Hermanas,,True,True
Polígono Industrial El Zabal,36.18524,-5.350187,Cádiz,industrial,61.55,OSM: industrial | 61.5 ha | Cádiz,4.0,2119,463,437,2.55,3,8.0,274460,91.06,Amazon El Puerto de Santa María (Cádiz),2081,True,15.3,76.7,89.47,Jerez de la Frontera,F1(pendiente=4.0%) | F12(Jerez de la Frontera 89.5 km>50.0 km),False,False
Airbus Defence and Space - San Pablo Sur,37.411447,-5.881805,Sevilla,industrial,58.78,OSM: industrial | 58.8 ha | Sevilla,1.33,,324,,2.35,532,45.0,1541588,6.27,SEUR Hub Sevilla,480,True,8.01,82.3,9.12,Dos Hermanas,,True,True
Poligono_Industrial_009,37.241383,-5.880567,Sevilla,industrial,58.44,OSM: industrial | 58.4 ha | Sevilla,1.67,,,,2.68,15,46.6,1451318,14.94,Amazon DSP Sevilla,1684,True,10.67,75.3,18.35,Dos Hermanas,,True,False
Polígono Industrial Los Espartales,37.437355,-5.879047,Sevilla,industrial,58.4,OSM: industrial | 58.4 ha | Sevilla,2.0,,73,,0.42,530,44.6,1502810,8.74,SEUR Hub Sevilla,661,True,10.0,81.3,10.58,Dos Hermanas,F3(Agua a 73 m (mín 140 m)),False,False
Poligono_Industrial_010,37.502007,-4.665543,Córdoba,industrial,58.08,OSM: industrial | 58.1 ha | Córdoba,6.0,,,,3.62,40,17.6,216180,37.29,Correos Express Hub Córdoba,1447,True,21.57,24.6,44.1,Córdoba,F1(pendiente=6.0%),False,False
Puerto de Huelva,37.153753,-6.881165,Huelva,industrial,56.91,OSM: industrial | 56.9 ha | Huelva,2.0,,141,,7.52,nodo_9034942679,12.8,298780,82.69,Amazon DSP Sevilla,3030,True,10.83,52.9,13.5,Huelva,,True,False
Polígono Industrial Ciudad del Transporte,36.725212,-6.093016,Cádiz,industrial,56.33,OSM: industrial | 56.3 ha | Cádiz,2.33,,,,0.34,632,26.8,676287,17.1,Amazon El Puerto de Santa María (Cádiz),482,True,0.71,54.8,6.2,Jerez de la Frontera,,True,True
Poligono_Industrial_011,37.246267,-5.550903,Sevilla,industrial,56.32,OSM: industrial | 56.3 ha | Sevilla,4.33,,556,,0.49,40,46.7,295382,36.24,SEUR Hub Sevilla,1186,True,29.32,13.4,41.01,Dos Hermanas,F1(pendiente=4.3%),False,False
Parque logístico de Carmona,37.441104,-5.780591,Sevilla,industrial,56.3,OSM: industrial | 56.3 ha | Sevilla,2.0,,496,,0.56,521,44.9,1389987,15.38,SEUR Hub Sevilla,1922,True,14.3,74.8,18.64,Dos Hermanas,,True,False
Parque Empresarial PIBO,37.355069,-6.143043,Sevilla,industrial,56.27,OSM: industrial | 56.3 ha | Sevilla,2.33,,294,435,0.49,11,44.8,1431312,14.42,Amazon DSP Sevilla,211,True,11.92,77.4,14.67,Sevilla,,True,False
Polígono Industrial Pelagatos,36.40385,-6.129797,Cádiz,industrial,55.61,OSM: industrial | 55.6 ha | Cádiz,5.0,838,,,0.37,10,21.3,492256,24.3,Amazon El Puerto de Santa María (Cádiz),407,True,17.34,52.1,19.73,Cádiz,F1(pendiente=5.0%),False,False
Fábrica de Cemento de Jerez,36.620197,-6.074268,Cádiz,industrial,55.44,OSM: industrial | 55.4 ha | Cádiz,5.0,,,,0.58,4,23.2,724723,13.06,Amazon El Puerto de Santa María (Cádiz),171,True,2.68,68.8,8.86,Jerez de la Frontera,F1(pendiente=5.0%),False,False
POLIVISO,37.400926,-5.712294,Sevilla,industrial,55.39,OSM: industrial | 55.4 ha | Sevilla,6.67,,,359,6.99,516,45.2,1274978,19.54,SEUR Hub Sevilla,153,True,16.87,67.6,23.71,Dos Hermanas,F1(pendiente=6.7%),False,False
Polígono Industrial Dehesa Boyal,38.360323,-4.839372,Córdoba,industrial,55.25,OSM: industrial | 55.2 ha | Córdoba,3.33,3188,,,25.1,nodo_946210140,10.1,42303,60.18,Correos Express Hub Córdoba,974,True,44.73,8.9,52.76,Córdoba,F1(pendiente=3.3%) | F5(25.1 km>15.0 km) | F12(Córdoba 52.8 km>50.0 km),False,False
Polígono Industrial deLa Menacha,36.159993,-5.465081,Cádiz,industrial,54.26,OSM: industrial | 54.3 ha | Cádiz,2.33,597,140,132,0.5,1116A,8.4,271529,84.09,Amazon El Puerto de Santa María (Cádiz),194,True,10.37,72.3,83.57,Jerez de la Frontera,F4(residential a 132 m (mín 200 m)) | F12(Jerez de la Frontera 83.6 km>50.0 km),False,False
Polígono Industrial Cortijo Real,36.111862,-5.471642,Cádiz,industrial,54.0,OSM: industrial | 54.0 ha | Cádiz,5.33,1643,416,324,1.22,1122,8.4,269340,86.94,Amazon El Puerto de Santa María (Cádiz),947,True,14.23,71.8,86.53,Cádiz,F1(pendiente=5.3%) | F12(Cádiz 86.5 km>50.0 km),False,False
Piscifactoria,37.242973,-7.41674,Huelva,industrial,53.23,OSM: industrial | 53.2 ha | Huelva,2.33,556,0,,0.74,131,8.3,98112,127.55,Amazon El Puerto de Santa María (Cádiz),651,True,35.15,24.2,41.11,Huelva,F3(Agua a 0 m (mín 140 m)),False,False
Polígono Industrial Amargacena,37.84779,-4.797301,Córdoba,industrial,52.92,OSM: industrial | 52.9 ha | Córdoba,4.0,1614,444,,0.62,3,17.1,392982,3.1,Correos Express Hub Córdoba,1476,True,9.3,54.0,4.76,Córdoba,F1(pendiente=4.0%),False,False
Puerto de Cádiz,36.535186,-6.286685,Cádiz,industrial,52.5,OSM: industrial | 52.5 ha | Cádiz,3.67,2236,662,336,4.35,4,20.4,738415,10.23,Amazon El Puerto de Santa María (Cádiz),1506,True,12.67,79.6,0.93,Cádiz,F1(pendiente=3.7%),False,False
Polígono Industrial Sepes,36.20238,-5.410542,Cádiz,industrial,52.32,OSM: industrial | 52.3 ha | Cádiz,2.0,379,257,495,0.47,1109,8.5,276105,85.45,Amazon El Puerto de Santa María (Cádiz),692,True,12.63,72.5,84.06,Jerez de la Frontera,F2(ENP a 379 m (mín 500 m): Estación Ambiental Madrev) | F12(Jerez de la Frontera 84.1 km>50.0 km),False,False
Polígono Industrial La Negrilla,37.380892,-5.930971,Sevilla,industrial,50.28,OSM: industrial | 50.3 ha | Sevilla,2.0,,267,,0.7,nodo_249613175,44.8,1541021,1.21,SEUR Hub Sevilla,908,True,3.79,82.6,4.37,Dos Hermanas,,True,True
Polígono Industrial Laguna Larga,37.37987,-5.879321,Sevilla,industrial,50.0,OSM: industrial | 50.0 ha | Sevilla,1.0,,,411,0.96,5,45.2,1541934,4.61,SEUR Hub Sevilla,868,True,6.34,82.0,8.92,Dos Hermanas,,True,True
Aerópolis - Parque Tecnológico Aeroespacial de Andalucía,37.434879,-5.85985,Sevilla,industrial,49.81,OSM: industrial | 49.8 ha | Sevilla,0.67,,18,236,0.56,528,44.5,1483777,9.51,SEUR Hub Sevilla,418,True,10.79,80.6,11.91,Dos Hermanas,F3(Agua a 18 m (mín 140 m)),False,False
Parque Empresarial Argentum,37.460155,-6.048863,Sevilla,industrial,48.96,OSM: industrial | 49.0 ha | Sevilla,5.0,1521,1,,0.38,nodo_860467083,44.2,1447854,13.68,Amazon DSP Sevilla,1012,True,11.9,79.5,9.93,Sevilla,F1(pendiente=5.0%) | F3(Agua a 1 m (mín 140 m)),False,False
Poligono_Industrial_012,37.929141,-4.650232,Córdoba,industrial,48.89,OSM: industrial | 48.9 ha | Córdoba,1.0,,,432,3.56,391,16.0,364014,17.89,Correos Express Hub Córdoba,2188,True,18.39,53.9,12.21,Córdoba,,True,True
Poligono_Industrial_013,36.470586,-6.171954,Cádiz,industrial,48.78,OSM: industrial | 48.8 ha | Cádiz,1.0,155,77,,0.37,nodo_1136283333,21.1,696633,16.09,Amazon El Puerto de Santa María (Cádiz),628,True,12.84,74.1,12.17,Cádiz,F2(ENP a 155 m (mín 500 m): Parque Natural de Bahía d) | F3(Agua a 77 m (mín 140 m)),False,False
Polígono Industrial El Garrotal,37.703805,-5.25891,Córdoba,industrial,48.45,OSM: industrial | 48.5 ha | Córdoba,1.67,,,,19.64,471,18.6,152356,42.36,Correos Express Hub Córdoba,4668,True,17.82,16.1,46.86,Córdoba,F5(19.6 km>15.0 km),False,False
Polígono Industrial El Cáñamo III,37.48154,-5.931267,Sevilla,industrial,48.34,OSM: industrial | 48.3 ha | Sevilla,1.33,,124,269,4.42,nodo_1064874500,44.6,1468094,12.4,SEUR Hub Sevilla,659,True,12.64,79.8,11.31,Sevilla,F3(Agua a 124 m (mín 140 m)),False,False
Centro de Transporte de Mercancías de Sevilla,37.380711,-5.93779,Sevilla,industrial,46.49,OSM: industrial | 46.5 ha | Sevilla,2.0,,337,303,0.43,3,44.8,1536349,1.38,SEUR Hub Sevilla,1073,True,3.43,82.3,3.78,Dos Hermanas,,True,True
Parque Logístico,36.867899,-6.033722,Sevilla,industrial,46.36,OSM: industrial | 46.4 ha | Sevilla,2.33,2220,,,7.44,53,56.5,365467,33.13,Amazon El Puerto de Santa María (Cádiz),1261,True,23.85,13.1,22.63,Jerez de la Frontera,,True,True
Polígono Industrial Ciudad del Transporte,36.720874,-6.088685,Cádiz,industrial,46.31,OSM: industrial | 46.3 ha | Cádiz,1.33,,,274,0.92,632,26.8,683761,17.01,Amazon El Puerto de Santa María (Cádiz),370,True,0.24,55.5,6.1,Jerez de la Frontera,,True,True
Polígono Industrial Incosur,36.177931,-5.369585,Cádiz,industrial,45.82,OSM: industrial | 45.8 ha | Cádiz,3.0,,610,306,1.19,3,7.9,274460,90.01,Amazon El Puerto de Santa María (Cádiz),699,True,13.82,77.2,88.63,Jerez de la Frontera,F12(Jerez de la Frontera 88.6 km>50.0 km),False,False
Polígono Industrial Gandul,37.361023,-5.757277,Sevilla,industrial,45.27,OSM: industrial | 45.3 ha | Sevilla,3.0,,,330,5.19,nodo_249567328,45.6,1451970,15.3,SEUR Hub Sevilla,2370,True,13.41,76.3,19.88,Dos Hermanas,,True,False
Huerto del Francés,37.40198,-4.754922,Córdoba,industrial,44.81,OSM: industrial | 44.8 ha | Córdoba,5.67,,209,248,14.81,113,18.0,216649,46.65,Correos Express Hub Córdoba,646,True,28.68,24.4,54.11,Córdoba,F1(pendiente=5.7%) | F12(Córdoba 54.1 km>50.0 km),False,False
Polígono Industrial El Carpio,36.52883,-6.129945,Cádiz,industrial,44.72,OSM: industrial | 44.7 ha | Cádiz,4.0,2754,,135,2.83,660,21.7,691477,12.09,Amazon El Puerto de Santa María (Cádiz),1663,True,6.34,71.5,14.18,Cádiz,F1(pendiente=4.0%) | F4(residential a 135 m (mín 200 m)),False,False
Polígono Industrial San Nicolás,37.372377,-5.900185,Sevilla,industrial,44.36,OSM: industrial | 44.4 ha | Sevilla,2.33,,185,,1.07,5,44.9,1539815,2.65,SEUR Hub Sevilla,1599,True,5.04,82.4,7.22,Dos Hermanas,,True,True
Polígono Industrial Antolín,38.292912,-5.250144,Córdoba,industrial,43.72,OSM: industrial | 43.7 ha | Córdoba,5.67,2885,297,357,25.38,nodo_946210215,10.0,32610,65.72,Correos Express Hub Córdoba,1149,True,51.42,6.1,61.01,Córdoba,"F1(pendiente=5.7%) | F5(25.4 km>15.0 km) | F7(población 32,610 hab. en 30 km) | F12(Córdoba 61.0 km>50.0 km)",False,False
Poligono_Industrial_014,37.192954,-6.883076,Huelva,industrial,43.63,OSM: industrial | 43.6 ha | Huelva,2.67,,289,,4.94,nodo_9034942679,11.9,316043,81.8,Amazon DSP Sevilla,323,True,12.22,59.9,9.76,Huelva,,True,True
